Type,AIR,Category,Sub Category,Institute,Subject,Allotted Category,Allotted ph,Admitted Round
"Management/ Paid
Seats",271264,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",271325,OBC,NO,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,OP,NO,1
"Management/ Paid
Seats",271327,OBC,NO,"DATTA MEGHE MEDICAL COLLEGE
WANADONGRI HINGNA NAGPUR",MBBS,OP,NO,3
"Management/ Paid
Seats",271333,UR,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",271441,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",271530,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",271545,OBC,NO,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",271552,UR,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,2
"Management/ Paid
Seats",271611,UR,NO,"Shri Sathya Sai Medical College and
RI, Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",271689,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",271773,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",271900,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,2
"Management/ Paid
Seats",271917,EW,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,2
"Management/ Paid
Seats",271963,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",272010,OBC,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,3
"Management/ Paid
Seats",272037,UR,NO,"Manipal College of Dental Sce.,
Manipal",BDS,OP,NO,1
"Management/ Paid
Seats",272047,OBC,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",272137,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",272145,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",272437,UR,NO,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,OP,NO,2
"Management/ Paid
Seats",272443,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",272560,UR,NO,"Institute of Medical Sciences and
SUM Host., Bhubaneswar",MBBS,OP,NO,4
"Management/ Paid
Seats",272632,UR,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",272645,SC,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,2
"Management/ Paid
Seats",272756,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",272780,SC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",272790,OBC,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,1
"Management/ Paid
Seats",272809,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",272876,OBC,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,2
"Management/ Paid
Seats",272896,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",272925,UR,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
"Management/ Paid
Seats",272955,OBC,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,4
"Management/ Paid
Seats",273068,OBC,NO,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,OP,NO,1
"Management/ Paid
Seats",273305,UR,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",273470,OBC,NO,"Meenakshi Ammal Dental College and
Host., Chennai1",BDS,OP,NO,2
"Management/ Paid
Seats",273612,UR,NO,"Institute of Dental Sciences,
Bhubaneswar",BDS,OP,NO,4
"Management/ Paid
Seats",273616,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",273657,SC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,3
"Management/ Paid
Seats",273697,OBC,NO,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,OP,NO,1
"Management/ Paid
Seats",273746,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,3
"Management/ Paid
Seats",273803,UR,NO,"Institute of Medical Sciences and
SUM Host., Bhubaneswar",MBBS,OP,NO,4
"Management/ Paid
Seats",273813,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",273840,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,2
"Management/ Paid
Seats",273964,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",273972,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",274080,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,3
"Management/ Paid
Seats",274213,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,2
"Management/ Paid
Seats",274468,OBC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,4
Management/ Paid Seats,274699,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",274834,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,4
"Management/ Paid
Seats",274841,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",274853,EW,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",274985,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",275050,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",275116,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
"Management/ Paid
Seats",275151,OBC,NO,"AB Shetty Memorial Inst. of Dental
Sce., Mangaluru",BDS,OP,NO,1
"Management/ Paid
Seats",275175,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",275305,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",275313,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",275435,UR,NO,"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,OP,NO,1
Management/ Paid Seats,275448,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",275518,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",275575,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",275580,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,2
"Management/ Paid
Seats",275651,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",275676,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",275703,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",275712,OBC,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",275729,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
"Management/ Paid
Seats",275781,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",275839,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",275867,OBC,NO,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,OP,NO,2
Management/ Paid Seats,275968,UR,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",275978,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",275980,OBC,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",276036,EW,NO,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,OP,NO,2
Management/ Paid Seats,276097,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",276100,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",276112,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",276136,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",276167,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",276210,UR,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",276379,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",276384,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",276494,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",276561,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",276598,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",276644,OBC,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",276714,OBC,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",276740,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",276830,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",276891,OBC,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",276931,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",276941,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
Management/ Paid Seats,277129,UR,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",277195,OBC,NO,"Shri Sathya Sai Medical College and
RI, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",277197,OBC,NO,"Saveetha Dental College, Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",277201,OBC,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,2
"Management/ Paid
Seats",277236,UR,NO,"VMKV Medical College and Hospital,
Salem",MBBS,OP,NO,2
"Management/ Paid
Seats",277279,UR,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,1
"Management/ Paid
Seats",277306,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",277569,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",277574,UR,NO,"Amrita School of Dentistry, Kochi",BDS,OP,NO,1
"Management/ Paid
Seats",277625,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",277822,EW,NO,"School of Dental Sciences and
KIMSDU, Karad",BDS,OP,NO,1
"Management/ Paid
Seats",277840,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",277963,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",277975,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,2
"Management/ Paid
Seats",277979,SC,NO,"MGM Medical College, Navi Mumbai",MBBS,OP,NO,4
"Management/ Paid
Seats",277983,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",278089,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",278204,OBC,NO,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,OP,NO,2
"Management/ Paid
Seats",278208,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",278242,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",278253,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",278333,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",278407,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,4
"Management/ Paid
Seats",278469,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",278539,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",278560,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",278607,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,3
Management/ Paid Seats,278620,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
Management/ Paid Seats,278624,UR,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",278647,UR,NO,"AB Shetty Memorial Inst. of Dental
Sce., Mangaluru",BDS,OP,NO,1
"Management/ Paid
Seats",278697,SC,NO,"VMKV Medical College and Hospital,
Salem",MBBS,OP,NO,1
"Management/ Paid
Seats",278746,OBC,NO,"Sree Balaji Medical College and
Hospital, Chennai",MBBS,OP,NO,3
"Management/ Paid
Seats",278760,SC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,1
"Management/ Paid
Seats",278781,SC,NO,"VMS Dental College, Salem",BDS,OP,NO,2
"Management/ Paid
Seats",278799,UR,NO,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,OP,NO,1
"Management/ Paid
Seats",278835,OBC,NO,"Saveetha Dental College, Chennai",BDS,OP,NO,1
"Management/ Paid
Seats",278922,SC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",278981,UR,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,2
"Management/ Paid
Seats",279014,UR,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
"Management/ Paid
Seats",279045,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",279137,OBC,NO,"Indira Gandhi Dental College and SBV,
Pondycherry",BDS,OP,NO,2
"Management/ Paid
Seats",279167,OBC,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",279177,UR,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",279216,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",279226,EW,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",279297,UR,NO,"BVDU Dental College and Hospital,
Navi Mumbai",BDS,OP,NO,2
"Management/ Paid
Seats",279299,OBC,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",279532,EW,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",279588,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",279599,OBC,NO,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,OP,NO,1
"Management/ Paid
Seats",279607,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",279658,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",279771,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",279773,UR,NO,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,OP,NO,1
"Management/ Paid
Seats",279924,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",280069,OBC,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",280191,OBC,NO,"VMKV Medical College and Hospital,
Salem",MBBS,OP,NO,2
"Management/ Paid
Seats",280215,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",280263,OBC,NO,Sri Siddhartha Academy T Begur,MBBS,OP,NO,4
"Management/ Paid
Seats",280271,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",280273,OBC,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",280404,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",280446,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",280682,OBC,NO,"Thaimoogambigai Dental College and
Hsopt. Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",280691,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",280710,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,3
"Management/ Paid
Seats",280721,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",280781,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",280924,UR,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",280976,OBC,NO,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,OP,NO,1
"Management/ Paid
Seats",280983,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
Management/ Paid Seats,280987,SC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,2
"Management/ Paid
Seats",281025,OBC,NO,"Dr. DYP Edu. Soc. Deemed Uni.,
Kolhapur",MBBS,OP,NO,1
"Management/ Paid
Seats",281051,OBC,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",281057,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",281088,UR,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",281136,UR,NO,"Thaimoogambigai Dental College and
Hsopt. Chennai",BDS,OP,NO,2
"Management/ Paid
Seats",281171,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
Management/ Paid Seats,281315,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
"Management/ Paid
Seats",281496,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",281520,UR,NO,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,OP,NO,1
"Management/ Paid
Seats",281596,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",281685,UR,NO,"Manipal College of Dental Sce.,
Manipal",BDS,OP,NO,1
"Management/ Paid
Seats",281718,UR,NO,"Institute of Dental Sciences,
Bhubaneswar",BDS,OP,NO,3
"Management/ Paid
Seats",281719,OBC,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
Management/ Paid Seats,281774,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,1
Management/ Paid Seats,281809,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,2
"Management/ Paid
Seats",281964,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,2
"Management/ Paid
Seats",282054,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,3
"Management/ Paid
Seats",282055,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,1
"Management/ Paid
Seats",282135,UR,NO,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,OP,NO,1
"Management/ Paid
Seats",282379,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,3
"Management/ Paid
Seats",282404,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",282438,UR,NO,"Amrita School of Dentistry, Kochi",BDS,OP,NO,1
"Management/ Paid
Seats",282523,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",282649,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",282657,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",282725,OBC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,1
"Management/ Paid
Seats",282784,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,3
"Management/ Paid
Seats",282818,OBC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,1
"Management/ Paid
Seats",282922,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",282977,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,4
"Management/ Paid
Seats",283042,SC,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
Management/ Paid Seats,283055,OBC,NO,"Mahatma Gandhi Medical College and Sri Balaji Vidyapeeth, Pondicherry",MBBS,OP,NO,2
"Management/ Paid
Seats",283186,SC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,3
"Management/ Paid
Seats",283216,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",283279,OBC,NO,"Meenakshi Ammal Dental College and
Host., Chennai1",BDS,OP,NO,2
"Management/ Paid
Seats",283326,SC,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,2
"Management/ Paid
Seats",283337,UR,NO,"BVDU Dental College and Hospital,
Navi Mumbai",BDS,OP,NO,1
"Management/ Paid
Seats",283364,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",283496,UR,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
Management/ Paid Seats,283584,UR,NO,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara",BDS,OP,NO,2
"Management/ Paid
Seats",283782,OBC,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",283872,UR,NO,"JLN Medical College, Datta Meghe,
Wardha",MBBS,OP,NO,1
"Management/ Paid
Seats",283941,OBC,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",283961,EW,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,4
"Management/ Paid
Seats",284069,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,1
"Management/ Paid
Seats",284277,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,2
"Management/ Paid
Seats",284666,UR,NO,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,OP,NO,1
"Management/ Paid
Seats",284682,OBC,NO,"Dr. DY Patil Medical College and
Hospt., Pune",MBBS,OP,NO,1
"Management/ Paid
Seats",284686,OBC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,3
"Management/ Paid
Seats",284723,UR,NO,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,OP,NO,1
"Management/ Paid
Seats",284731,UR,NO,"Rural Dental College, Loni",BDS,OP,NO,1
"Management/ Paid
Seats",284789,OBC,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,2
"Management/ Paid
Seats",284897,UR,NO,"JSS Dental College and Hospital,
Jagadguru",BDS,OP,NO,2
"Management/ Paid
Seats",284934,OBC,NO,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",284968,UR,NO,"Krishna Inst. of Med. Scie., Karad",MBBS,OP,NO,1
"Management/ Paid
Seats",285064,UR,NO,"BV Deemed Uni. Med. College and
Hos., Sangli",MBBS,OP,NO,2
"Management/ Paid
Seats",285085,UR,NO,"Manipal College of Dental Science,
Mangalore",BDS,OP,NO,3
"Management/ Paid
Seats",285184,EW,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",285364,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",285368,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",285382,UR,NO,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,OP,NO,1
"Management/ Paid
Seats",285383,UR,NO,"Sree Balaji Medical College and
Hospital, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",285437,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,2
"Management/ Paid
Seats",285458,OBC,NO,"Vinayaka Missions Medical College
and Hospital, Karaikal",MBBS,OP,NO,2
"Management/ Paid
Seats",285504,OBC,NO,"Saveetha Medical College, Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",285589,OBC,NO,"SRM Dental College, Chennai",BDS,OP,NO,4
"Management/ Paid
Seats",285594,OBC,NO,"Raja Rajeswari Medical College
Bengaluru",MBBS,OP,NO,1
"Management/ Paid
Seats",285983,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
"Management/ Paid
Seats",286074,UR,NO,KLE VK Inst. of Dental Scie. Belagavi,BDS,OP,NO,2
"Management/ Paid
Seats",286110,UR,NO,"SRM Medical College and Hospital,
Chennai",MBBS,OP,NO,1
